seconds,frame
20160520_071628,1463742988.15,119
20160520_071628,1463742988.18,120
20160520_071628,1463742988.21,121
20160520_071628,1463742988.24,122
20160520_071628,1463742988.27,123
20160520_071628,1463742988.3,124
20160520_071628,1463742988.34,125
20160520_071628,1463742988.37,126
20160520_071628,1463742988.4,127
20160520_071628,1463742988.43,128
20160520_071628,1463742988.46,129
20160520_071628,1463742988.49,130
20160520_071628,1463742988.52,131
20160520_071628,1463742988.55,132
20160520_071628,1463742988.58,133
20160520_071628,1463742988.61,134
20160520_071628,1463742988.65,135
20160520_071628,1463742988.68,136
20160520_071628,1463742988.71,137
20160520_071628,1463742988.74,138
20160520_071628,1463742988.77,139
20160520_071628,1463742988.8,140
20160520_071628,1463742988.83,141
20160520_071628,1463742988.86,142
20160520_071628,1463742988.89,143
20160520_071628,1463742988.92,144
20160520_071628,1463742988.96,145
20160520_071628,1463742988.99,146
20160520_071629,1463742989.02,147
20160520_071629,1463742989.05,148
20160520_071629,1463742989.08,149
20160520_071629,1463742989.11,150
20160520_071629,1463742989.14,151
20160520_071629,1463742989.17,152
20160520_071629,1463742989.2,153
20160520_071629,1463742989.23,154
20160520_071629,1463742989.27,155
20160520_071629,1463742989.3,156
20160520_071629,1463742989.33,157
20160520_071629,1463742989.36,158
20160520_071629,1463742989.39,159
20160520_071629,1463742989.42,160
20160520_071629,1463742989.45,161
20160520_071629,1463742989.48,162
20160520_071629,1463742989.51,163
20160520_071629,1463742989.54,164
20160520_071629,1463742989.58,165
20160520_071629,1463742989.61,166
20160520_071629,1463742989.64,167
20160520_071629,1463742989.67,168
20160520_071629,1463742989.7,169
20160520_071629,1463742989.73,170
20160520_071629,1463742989.76,171
20160520_071629,1463742989.79,172
20160520_071629,1463742989.82,173
20160520_071629,1463742989.85,174
20160520_071629,1463742989.89,175
20160520_071629,1463742989.92,176
20160520_071629,1463742989.95,177
20160520_071629,1463742989.98,178
20160520_071630,1463742990.01,179
20160520_071630,1463742990.04,180
20160520_071630,1463742990.07,181
20160520_071630,1463742990.1,182
20160520_071630,1463742990.13,183
20160520_071630,1463742990.17,184
20160520_071630,1463742990.2,185
20160520_071630,1463742990.23,186
20160520_071630,1463742990.26,187
20160520_071630,1463742990.29,188
20160520_071630,1463742990.32,189
20160520_071630,1463742990.35,190
20160520_071630,1463742990.38,191
20160520_071630,1463742990.41,192
20160520_071630,1463742990.44,193
20160520_071630,1463742990.47,194
20160520_071630,1463742990.51,195
20160520_071630,1463742990.54,196
20160520_071630,1463742990.57,197
20160520_071630,1463742990.6,198
20160520_071630,1463742990.63,199
20160520_071630,1463742990.66,200
20160520_071630,1463742990.69,201
20160520_071630,1463742990.72,202
20160520_071630,1463742990.75,203
20160520_071630,1463742990.78,204
20160520_071630,1463742990.82,205
20160520_071630,1463742990.85,206
20160520_071630,1463742990.88,207
20160520_071630,1463742990.91,208
20160520_071630,1463742990.94,209
20160520_071630,1463742990.97,210
20160520_071631,1463742991.0,211
20160520_071631,1463742991.03,212
20160520_071631,1463742991.06,213
20160520_071631,1463742991.09,214
20160520_071631,1463742991.13,215
20160520_071631,1463742991.16,216
20160520_071631,1463742991.19,217
20160520_071631,1463742991.22,218
20160520_071631,1463742991.25,219
20160520_071631,1463742991.28,220
20160520_071631,1463742991.31,221
20160520_071631,1463742991.34,222
20160520_071631,1463742991.37,223
20160520_071631,1463742991.4,224
20160520_071631,1463742991.44,225
20160520_071631,1463742991.47,226
20160520_071631,1463742991.5,227
20160520_071631,1463742991.53,228
20160520_071631,1463742991.56,229
20160520_071631,1463742991.59,230
20160520_071631,1463742991.62,231
20160520_071631,1463742991.65,232
20160520_071631,1463742991.68,233
20160520_071631,1463742991.71,234
20160520_071631,1463742991.75,235
20160520_071631,1463742991.78,236
20160520_071631,1463742991.81,237
20160520_071631,1463742991.84,238
20160520_071631,1463742991.87,239
20160520_071631,1463742991.9,240
20160520_071631,1463742991.93,241
20160520_071631,1463742991.96,242
20160520_071631,1463742991.99,243
20160520_071632,1463742992.02,244
20160520_071632,1463742992.06,245
20160520_071632,1463742992.09,246
20160520_071632,1463742992.12,247
20160520_071632,1463742992.15,248
20160520_071632,1463742992.18,249
20160520_071632,1463742992.21,250
20160520_071632,1463742992.24,251
20160520_071632,1463742992.27,252
20160520_071632,1463742992.3,253
20160520_071632,1463742992.33,254
20160520_071632,1463742992.37,255
20160520_071632,1463742992.4,256
20160520_071632,1463742992.43,257
20160520_071632,1463742992.46,258
20160520_071632,1463742992.49,259
20160520_071632,1463742992.52,260
20160520_071632,1463742992.55,261
20160520_071632,1463742992.58,262
20160520_071632,1463742992.61,263
20160520_071632,1463742992.64,264
20160520_071632,1463742992.68,265
20160520_071632,1463742992.71,266
20160520_071632,1463742992.74,267
20160520_071632,1463742992.77,268
20160520_071632,1463742992.8,269
20160520_071632,1463742992.83,270
20160520_071632,1463742992.86,271
20160520_071632,1463742992.89,272
20160520_071632,1463742992.92,273
20160520_071632,1463742992.95,274
20160520_071632,1463742992.99,275
20160520_071633,1463742993.02,276
20160520_071633,1463742993.05,277
20160520_071633,1463742993.08,278
20160520_071633,1463742993.11,279
20160520_071633,1463742993.14,280
20160520_071633,1463742993.17,281
20160520_071633,1463742993.2,282
20160520_071633,1463742993.23,283
20160520_071633,1463742993.26,284
20160520_071633,1463742993.3,285
20160520_071633,1463742993.33,286
20160520_071633,1463742993.36,287
20160520_071633,1463742993.39,288
20160520_071633,1463742993.42,289
20160520_071633,1463742993.45,290
20160520_071633,1463742993.48,291
20160520_071633,1463742993.51,292
20160520_071633,1463742993.54,293
20160520_071633,1463742993.57,294
20160520_071633,1463742993.61,295
20160520_071633,1463742993.64,296
20160520_071633,1463742993.67,297
20160520_071633,1463742993.7,298
20160520_071633,1463742993.73,299
20160520_071633,1463742993.76,300
20160520_071633,1463742993.79,301
20160520_071633,1463742993.82,302
20160520_071633,1463742993.85,303
20160520_071633,1463742993.88,304
20160520_071633,1463742993.92,305
20160520_071633,1463742993.95,306
20160520_071633,1463742993.98,307
20160520_071634,1463742994.01,308
20160520_071634,1463742994.04,309
20160520_071634,1463742994.07,310
20160520_071634,1463742994.1,311
20160520_071634,1463742994.13,312
20160520_071634,1463742994.16,313
20160520_071634,1463742994.19,314
20160520_071634,1463742994.23,315
20160520_071634,1463742994.26,316
20160520_071634,1463742994.29,317
20160520_071634,1463742994.32,318
20160520_071634,1463742994.35,319
20160520_071634,1463742994.38,320
20160520_071634,1463742994.41,321
20160520_071634,1463742994.44,322
20160520_071634,1463742994.47,323
20160520_071634,1463742994.5,324
20160520_071634,1463742994.54,325
20160520_071634,1463742994.57,326
20160520_071634,1463742994.6,327
20160520_071634,1463742994.63,328
20160520_071634,1463742994.66,329
20160520_071634,1463742994.69,330
20160520_071634,1463742994.72,331
20160520_071634,1463742994.75,332
20160520_071634,1463742994.78,333
20160520_071634,1463742994.81,334
20160520_071634,1463742994.85,335
20160520_071634,1463742994.88,336
20160520_071634,1463742994.91,337
20160520_071634,1463742994.94,338
20160520_071634,1463742994.97,339
20160520_071635,1463742995.0,340
20160520_071635,1463742995.03,341
20160520_071635,1463742995.06,342
20160520_071635,1463742995.09,343
20160520_071635,1463742995.12,344
20160520_071635,1463742995.16,345
20160520_071635,1463742995.19,346
20160520_071635,1463742995.22,347
20160520_071635,1463742995.25,348
20160520_071635,1463742995.28,349
20160520_071635,1463742995.31,350
20160520_071635,1463742995.34,351
20160520_071635,1463742995.37,352
20160520_071635,1463742995.4,353
20160520_071635,1463742995.43,354
20160520_071635,1463742995.47,355
20160520_071635,1463742995.5,356
20160520_071635,1463742995.53,357
20160520_071635,1463742995.56,358
20160520_071635,1463742995.59,359
20160520_071635,1463742995.62,360
20160520_071635,1463742995.65,361
20160520_071635,1463742995.68,362
20160520_071635,1463742995.71,363
20160520_071635,1463742995.74,364
20160520_071635,1463742995.78,365
20160520_071635,1463742995.81,366
20160520_071635,1463742995.84,367
20160520_071635,1463742995.87,368
20160520_071635,1463742995.9,369
20160520_071635,1463742995.93,370
20160520_071635,1463742995.96,371
20160520_071635,1463742995.99,372
20160520_071636,1463742996.02,373
20160520_071636,1463742996.05,374
20160520_071636,1463742996.09,375
20160520_071636,1463742996.12,376
20160520_071636,1463742996.15,377
20160520_071636,1463742996.18,378
20160520_071636,1463742996.21,379
20160520_071636,1463742996.24,380
20160520_071636,1463742996.27,381
20160520_071636,1463742996.3,382
20160520_071636,1463742996.33,383
20160520_071636,1463742996.36,384
20160520_071636,1463742996.4,385
20160520_071636,1463742996.43,386
20160520_071636,1463742996.46,387
20160520_071636,1463742996.49,388
20160520_071636,1463742996.52,389
20160520_071636,1463742996.55,390
20160520_071636,1463742996.58,391
20160520_071636,1463742996.61,392
20160520_071636,1463742996.64,393
20160520_071636,1463742996.67,394
20160520_071636,1463742996.71,395
20160520_071636,1463742996.74,396
20160520_071636,1463742996.77,397
20160520_071636,1463742996.8,398
20160520_071636,1463742996.83,399
20160520_071636,1463742996.86,400
20160520_071636,1463742996.89,401
20160520_071636,1463742996.92,402
20160520_071636,1463742996.95,403
20160520_071636,1463742996.98,404
20160520_071637,1463742997.02,405
20160520_071637,1463742997.05,406
20160520_071637,1463742997.08,407
20160520_071637,1463742997.11,408
20160520_071637,1463742997.14,409
20160520_071637,1463742997.17,410
20160520_071637,1463742997.2,411
20160520_071637,1463742997.23,412
20160520_071637,1463742997.26,413
20160520_071637,1463742997.29,414
20160520_071637,1463742997.33,415
20160520_071637,1463742997.36,416
20160520_071637,1463742997.39,417
20160520_071637,1463742997.42,418
20160520_071637,1463742997.45,419
20160520_071637,1463742997.48,420
20160520_071637,1463742997.51,421
20160520_071637,1463742997.54,422
20160520_071637,1463742997.57,423
20160520_071637,1463742997.6,424
20160520_071637,1463742997.64,425
20160520_071637,1463742997.67,426
20160520_071637,1463742997.7,427
20160520_071637,1463742997.73,428
20160520_071637,1463742997.76,429
20160520_071637,1463742997.79,430
20160520_071637,1463742997.82,431
20160520_071637,1463742997.85,432
20160520_071637,1463742997.88,433
20160520_071637,1463742997.91,434
20160520_071637,1463742997.95,435
20160520_071637,1463742997.98,436
20160520_071638,1463742998.01,437
20160520_071638,1463742998.04,438
20160520_071638,1463742998.07,439
20160520_071638,1463742998.1,440
20160520_071638,1463742998.13,441
20160520_071638,1463742998.16,442
20160520_071638,1463742998.19,443
20160520_071638,1463742998.22,444
20160520_071638,1463742998.26,445
20160520_071638,1463742998.29,446
20160520_071638,1463742998.32,447
20160520_071638,1463742998.35,448
20160520_071638,1463742998.38,449
20160520_071638,1463742998.41,450
20160520_071638,1463742998.44,451
20160520_071638,1463742998.47,452
20160520_071638,1463742998.5,453
20160520_071638,1463742998.53,454
20160520_071638,1463742998.57,455
20160520_071638,1463742998.6,456
20160520_071638,1463742998.63,457
20160520_071638,1463742998.66,458
20160520_071638,1463742998.69,459
20160520_071638,1463742998.72,460
20160520_071638,1463742998.75,461
20160520_071638,1463742998.78,462
20160520_071638,1463742998.81,463
20160520_071638,1463742998.84,464
20160520_071638,1463742998.88,465
20160520_071638,1463742998.91,466
20160520_071638,1463742998.94,467
20160520_071638,1463742998.97,468
20160520_071638,1463742999.0,469
20160520_071639,1463742999.03,470
20160520_071639,1463742999.06,471
20160520_071639,1463742999.09,472
20160520_071639,1463742999.13,473
20160520_071639,1463742999.15,474
20160520_071639,1463742999.19,475
20160520_071639,1463742999.22,476
20160520_071639,1463742999.25,477
20160520_071639,1463742999.28,478
20160520_071639,1463742999.31,479
20160520_071639,1463742999.34,480
20160520_071639,1463742999.37,481
20160520_071639,1463742999.4,482
20160520_071639,1463742999.43,483
20160520_071639,1463742999.46,484
20160520_071639,1463742999.5,485
20160520_071639,1463742999.53,486
20160520_071639,1463742999.56,487
20160520_071639,1463742999.59,488
20160520_071639,1463742999.62,489
20160520_071639,1463742999.65,490
20160520_071639,1463742999.68,491
20160520_071639,1463742999.71,492
20160520_071639,1463742999.74,493
20160520_071639,1463742999.77,494
20160520_071639,1463742999.81,495
20160520_071639,1463742999.84,496
20160520_071639,1463742999.87,497
20160520_071639,1463742999.9,498
20160520_071639,1463742999.93,499
20160520_071639,1463742999.96,500
20160520_071639,1463742999.99,501
20160520_071640,1463743000.02,502
20160520_071640,1463743000.05,503
20160520_071640,1463743000.08,504
20160520_071640,1463743000.12,505
20160520_071640,1463743000.15,506
20160520_071640,1463743000.18,507
20160520_071640,1463743000.21,508
20160520_071640,1463743000.24,509
20160520_071640,1463743000.27,510
20160520_071640,1463743000.3,511
20160520_071640,1463743000.33,512
20160520_071640,1463743000.36,513
20160520_071640,1463743000.4,514
20160520_071640,1463743000.43,515
20160520_071640,1463743000.46,516
20160520_071640,1463743000.49,517
20160520_071640,1463743000.52,518
20160520_071640,1463743000.55,519
20160520_071640,1463743000.58,520
20160520_071640,1463743000.61,521
20160520_071640,1463743000.64,522
20160520_071640,1463743000.67,523
20160520_071640,1463743000.7,524
20160520_071640,1463743000.74,525
20160520_071640,1463743000.77,526
20160520_071640,1463743000.8,527
20160520_071640,1463743000.83,528
20160520_071640,1463743000.86,529
20160520_071640,1463743000.89,530
20160520_071640,1463743000.92,531
20160520_071640,1463743000.95,532
20160520_071640,1463743000.98,533
20160520_071641,1463743001.01,534
20160520_071641,1463743001.05,535
20160520_071641,1463743001.08,536
20160520_071641,1463743001.11,537
20160520_071641,1463743001.14,538
20160520_071641,1463743001.17,539
20160520_071641,1463743001.2,540
20160520_071641,1463743001.23,541
20160520_071641,1463743001.26,542
20160520_071641,1463743001.29,543
20160520_071641,1463743001.32,544
20160520_071641,1463743001.36,545
20160520_071641,1463743001.39,546
20160520_071641,1463743001.42,547
20160520_071641,1463743001.45,548
20160520_071641,1463743001.48,549
20160520_071641,1463743001.51,550
20160520_071641,1463743001.54,551
20160520_071641,1463743001.57,552
20160520_071641,1463743001.6,553
20160520_071641,1463743001.63,554
20160520_071641,1463743001.67,555
20160520_071641,1463743001.7,556
20160520_071641,1463743001.73,557
20160520_071641,1463743001.76,558
20160520_071641,1463743001.79,559
20160520_071641,1463743001.82,560
20160520_071641,1463743001.85,561
20160520_071641,1463743001.88,562
20160520_071641,1463743001.91,563
20160520_071641,1463743001.94,564
20160520_071641,1463743001.98,565
20160520_071642,1463743002.01,566
20160520_071642,1463743002.04,567
20160520_071642,1463743002.07,568
20160520_071642,1463743002.1,569
20160520_071642,1463743002.13,570
20160520_071642,1463743002.16,571
20160520_071642,1463743002.19,572
20160520_071642,1463743002.22,573
20160520_071642,1463743002.25,574
20160520_071642,1463743002.29,575
20160520_071642,1463743002.32,576
20160520_071642,1463743002.35,577
20160520_071642,1463743002.38,578
20160520_071642,1463743002.41,579
20160520_071642,1463743002.44,580
20160520_071642,1463743002.47,581
20160520_071642,1463743002.5,582
20160520_071642,1463743002.53,583
20160520_071642,1463743002.56,584
20160520_071642,1463743002.6,585
20160520_071642,1463743002.63,586
20160520_071642,1463743002.66,587
20160520_071642,1463743002.69,588
20160520_071642,1463743002.72,589
20160520_071642,1463743002.75,590
20160520_071642,1463743002.78,591
20160520_071642,1463743002.81,592
20160520_071642,1463743002.84,593
20160520_071642,1463743002.87,594
20160520_071642,1463743002.91,595
20160520_071642,1463743002.94,596
20160520_071642,1463743002.97,597
20160520_071642,1463743003.0,598
