seconds,frame
1463711847.35,478
1463711847.38,479
1463711847.41,480
1463711847.44,481
1463711847.48,482
1463711847.51,483
1463711847.54,484
1463711847.57,485
1463711847.6,486
1463711847.63,487
1463711847.66,488
1463711847.69,489
1463711847.72,490
1463711847.75,491
1463711847.78,492
1463711847.82,493
1463711847.85,494
1463711847.88,495
1463711847.91,496
1463711847.94,497
1463711847.97,498
1463711848.0,499
1463711848.03,500
1463711848.06,501
1463711848.09,502
1463711848.13,503
1463711848.16,504
1463711848.19,505
1463711848.22,506
1463711848.25,507
1463711848.28,508
1463711848.31,509
1463711848.34,510
1463711848.37,511
1463711848.4,512
1463711848.44,513
1463711848.47,514
1463711848.5,515
1463711848.53,516
1463711848.56,517
1463711848.59,518
1463711848.62,519
1463711848.65,520
1463711848.68,521
1463711848.71,522
1463711848.75,523
1463711848.78,524
1463711848.81,525
1463711848.84,526
1463711848.87,527
1463711848.9,528
1463711848.93,529
1463711848.96,530
1463711848.99,531
1463711849.02,532
1463711849.06,533
1463711849.09,534
1463711849.12,535
1463711849.15,536
1463711849.18,537
1463711849.21,538
1463711849.24,539
1463711849.27,540
1463711849.3,541
1463711849.34,542
1463711849.37,543
1463711849.4,544
1463711849.43,545
1463711849.46,546
1463711849.49,547
1463711849.52,548
1463711849.55,549
1463711849.58,550
1463711849.61,551
1463711849.65,552
1463711849.68,553
1463711849.71,554
1463711849.74,555
1463711849.77,556
1463711849.8,557
1463711849.83,558
1463711849.86,559
1463711849.89,560
1463711849.92,561
1463711849.96,562
1463711849.99,563
1463711850.02,564
1463711850.05,565
1463711850.08,566
1463711850.11,567
1463711850.14,568
1463711850.17,569
1463711850.2,570
1463711850.23,571
1463711850.27,572
1463711850.3,573
1463711850.33,574
1463711850.36,575
1463711850.39,576
1463711850.42,577
1463711850.45,578
1463711850.48,579
1463711850.51,580
1463711850.54,581
1463711850.58,582
1463711850.61,583
1463711850.64,584
1463711850.67,585
1463711850.7,586
1463711850.73,587
1463711850.76,588
1463711850.79,589
1463711850.82,590
1463711850.85,591
1463711850.89,592
1463711850.92,593
1463711850.95,594
1463711850.98,595
